gene,siRNA,efficacy,rna_seq,dnase,splice_usage
UBE2K,A1309,0.742,1.381896734237671,0.012184700928628445,5.493045136972796e-06
UBE2K,A1310,0.476,1.3641149997711182,0.011250077746808529,5.434952072391752e-06
UBE2K,A1311,0.895,1.301671028137207,0.012257863767445087,5.258706551103387e-06
UBE2K,A1312,0.551,1.295033574104309,0.012422125786542892,5.129553755978122e-06
UBE2K,A1313,0.913,1.287132978439331,0.012059690430760384,5.485441306518624e-06
UBE2K,A1314,0.844,1.2794047594070435,0.012660657986998558,5.382810286391759e-06
UBE2K,A1315,0.813,1.271956443786621,0.01270292792469263,5.667521691066213e-06
UBE2K,A1316,0.857,1.2545602321624756,0.013283658772706985,6.459306405304233e-06
UBE2K,A1317,0.882,1.241079568862915,0.013927744701504707,6.986849712120602e-06
UBE2K,A1318,0.889,1.2342793941497803,0.01398424431681633,7.043784080451587e-06
UBE2K,A1319,0.458,1.2148023843765259,0.012885336764156818,6.909737749083433e-06
